_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,year,id,keywords
2015-06-13,Stitches,Shawn Mendes,4,52,"['english', 'folk pop', 'piano rock', 'pop', 'pop rock', 'pop soul', 'teen pop']",Stitches,spotify:track:1FwjPW8U3JGeAWpkTrQjF2,2015,Stitches_by_Shawn_Mendes,"english, folk pop, piano rock, pop, pop rock, pop soul, teen pop"
2015-07-18,679,Fetty Wap Featuring Remy Boyz,4,40,"['contemporary r&b', 'hip hop', 'pop rap', 'trap', 'trap rap']",679,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,2015,679_by_Fetty_Wap_Featuring_Remy_Boyz,"contemporary r&b, hip hop, pop rap, trap, trap rap"
2015-07-18,Cool For The Summer,Demi Lovato,11,20,"['alien lives matter', 'dance-pop', 'electropop', 'pop', 'pop rock', 'synthpop', 'teen pop']",Cool For The Summer,spotify:track:2zFF6jG5hQArbzcXz3KUWk,2015,Cool_For_The_Summer_by_Demi_Lovato,"alien lives matter, dance-pop, electropop, pop, pop rock, synthpop, teen pop"
2015-07-18,My Way,Fetty Wap Featuring Monty,7,22,"['contemporary r&b', 'hip hop', 'pop rap', 'trap', 'trap rap']",My Way,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,2015,My_Way_by_Fetty_Wap_Featuring_Monty,"contemporary r&b, hip hop, pop rap, trap, trap rap"
2015-08-22,Drag Me Down,One Direction,3,20,"['boy band', 'dance-pop', 'folk pop', 'pop', 'pop rock', 'power pop']",Drag Me Down,spotify:track:2K87XMYnUMqLcX3zvtAF4G,2015,Drag_Me_Down_by_One_Direction,"boy band, dance-pop, folk pop, pop, pop rock, power pop"
2015-08-22,Here,Alessia Cara,5,34,"['composer', 'contemporary r&b', 'electropop', 'lyricist', 'musician', 'pop', 'r&b', 'soul', 'vocalist']",Here,spotify:track:1wYZZtamWTQAoj8B812uKQ,2015,Here_by_Alessia_Cara,"composer, contemporary r&b, electropop, lyricist, musician, pop, r&b, soul, vocalist"
2015-08-22,Hotline Bling,Drake,2,36,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Hotline Bling,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,2015,Hotline_Bling_by_Drake,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
2015-09-05,Hit The Quan,iLoveMemphis,15,20,Unknown,Hit The Quan,spotify:track:4OjuzM3rTWp3q60mEldNSF,2015,Hit_The_Quan_by_iLoveMemphis,Unknown
2015-09-19,In The Night,The Weeknd,12,20,"['alternative r&b', 'contemporary r&b', 'dance-pop', 'pbr&b', 'pop', 'r&b', 'rnb', 'synth-pop']",In The Night,spotify:track:25KybV9BOUlvcnv7nN3Pyo,2015,In_The_Night_by_The_Weeknd,"alternative r&b, contemporary r&b, dance-pop, pbr&b, pop, r&b, rnb, synth-pop"
2015-09-26,White Iverson,Post Malone,14,30,"['english', 'hip hop']",White Iverson,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,2015,White_Iverson_by_Post_Malone,"english, hip hop"
2015-10-03,Same Old Love,Selena Gomez,5,28,"['alternative r&b', 'brostep', 'contemporary r&b', 'dance-pop', 'electro house', 'electro-disco', 'electropop', 'englisch', 'english', 'pop', 'rock', 'teen pop']",Same Old Love,spotify:track:1BZG99C7Co1r6QUC3zaS59,2015,Same_Old_Love_by_Selena_Gomez,"alternative r&b, brostep, contemporary r&b, dance-pop, electro house, electro-disco, electropop, englisch, english, pop, rock, teen pop"
2015-11-07,Perfect,One Direction,10,20,"['boy band', 'dance-pop', 'folk pop', 'pop', 'pop rock', 'power pop']",Perfect,spotify:track:3NLnwwAQbbFKcEcV8hDItk,2015,Perfect_by_One_Direction,"boy band, dance-pop, folk pop, pop, pop rock, power pop"
2015-11-07,Cake By The Ocean,DNCE,9,46,Unknown,Cake By The Ocean,spotify:track:76hfruVvmfQbw0eYn1nmeC,2015,Cake_By_The_Ocean_by_DNCE,Unknown
2015-11-07,Roses,The Chainsmokers Featuring Rozes,6,31,"['dance-pop', 'edm', 'electro house', 'satire']",Roses,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,2015,Roses_by_The_Chainsmokers_Featuring_Rozes,"dance-pop, edm, electro house, satire"
2015-11-14,Hello,Adele,1,26,"['adele', 'adult alternative pop/rock', 'adult contemporary', 'alternative/indie rock', 'blue eyed soul', 'blue-eyed soul', 'english singer', 'jazz', 'music for soccer moms', 'neo soul', 'pop', 'pop and chart', 'pop soul', 'singer', 'soul']",Hello,spotify:track:4sPmO7WMQUAf45kwMOtONw,2015,Hello_by_Adele,"adele, adult alternative pop/rock, adult contemporary, alternative/indie rock, blue eyed soul, blue-eyed soul, english singer, jazz, music for soccer moms, neo soul, pop, pop and chart, pop soul, singer, soul"
2015-11-14,Sorry,Justin Bieber,1,42,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Sorry,spotify:track:6ymzo0FG6EtTW3N9NyeoqQ,2015,Sorry_by_Justin_Bieber,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
2015-11-21,Focus,Ariana Grande,7,13,"['ag4', 'contemporary r&b', 'dance-pop', 'electro house', 'electropop', 'english', 'female vocals', 'pop', 'r&b']",Focus,spotify:track:1cdzfFjEbUbgTm5nv3FgXR,2015,Focus_by_Ariana_Grande,"ag4, contemporary r&b, dance-pop, electro house, electropop, english, female vocals, pop, r&b"
2015-11-28,My House,Flo Rida,4,39,"['a filk artist', 'dance-pop', 'electro', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip house', 'pop rap', 'southern hip hop']",My House,spotify:track:6Knv6wdA0luoMUuuoYi2i1,2015,My_House_by_Flo_Rida,"a filk artist, dance-pop, electro, electropop, hip hop, hip hop rnb and dance hall, hip house, pop rap, southern hip hop"
2015-11-28,Adventure Of A Lifetime,Coldplay,13,20,"['alternative rock', 'ambient pop', 'britannique', 'british', 'britpop', 'chapel', 'english', 'parlophone', 'piano pop', 'piano rock', 'pop', 'pop rock', 'pop/rock', 'post-britpop', 'rock', 'rock and indie', 'uk']",Adventure Of A Lifetime,spotify:track:69uxyAqqPIsUyTO8txoP2M,2015,Adventure_Of_A_Lifetime_by_Coldplay,"alternative rock, ambient pop, britannique, british, britpop, chapel, english, parlophone, piano pop, piano rock, pop, pop rock, pop/rock, post-britpop, rock, rock and indie, uk"
2015-12-05,Love Yourself,Justin Bieber,1,41,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Love Yourself,spotify:track:5SlE0MZyLHZwUMvGROYJRl,2015,Love_Yourself_by_Justin_Bieber,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
2015-12-12,When We Were Young,Adele,14,20,"['adele', 'adult alternative pop/rock', 'adult contemporary', 'alternative/indie rock', 'blue eyed soul', 'blue-eyed soul', 'english singer', 'jazz', 'music for soccer moms', 'neo soul', 'pop', 'pop and chart', 'pop soul', 'singer', 'soul']",When We Were Young,spotify:track:7IWkJwX9C0J7tHurTD7ViL,2015,When_We_Were_Young_by_Adele,"adele, adult alternative pop/rock, adult contemporary, alternative/indie rock, blue eyed soul, blue-eyed soul, english singer, jazz, music for soccer moms, neo soul, pop, pop and chart, pop soul, singer, soul"
2015-12-19,One Call Away,Charlie Puth,12,26,"['pop', 'pop soul']",One Call Away,spotify:track:7soJgKhQTO8hLP2JPRkL5O,2015,One_Call_Away_by_Charlie_Puth,"pop, pop soul"
2015-12-26,Hands To Myself,Selena Gomez,7,20,"['alternative r&b', 'brostep', 'contemporary r&b', 'dance-pop', 'electro house', 'electro-disco', 'electropop', 'englisch', 'english', 'pop', 'rock', 'teen pop']",Hands To Myself,spotify:track:1LoriJC05IrHIDwj3q0KC1,2015,Hands_To_Myself_by_Selena_Gomez,"alternative r&b, brostep, contemporary r&b, dance-pop, electro house, electro-disco, electropop, englisch, english, pop, rock, teen pop"
2016-02-06,I Took A Pill In Ibiza,Mike Posner,4,37,"['club/dance', 'contemporary r&b', 'cover', 'dance-pop', 'electropop', 'folk pop', 'pop']",I Took A Pill In Ibiza,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,2016,I_Took_A_Pill_In_Ibiza_by_Mike_Posner,"club/dance, contemporary r&b, cover, dance-pop, electropop, folk pop, pop"
2016-02-06,7 Years,Lukas Graham,2,36,"['lukas graham', 'pop soul', 'soul']",7 Years,spotify:track:5kqIPrATaCc2LqxVWzQGbk,2016,7_Years_by_Lukas_Graham,"lukas graham, pop soul, soul"
2016-02-13,Work,Rihanna Featuring Drake,1,36,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Work,spotify:track:72TFWvU3wUYdUuxejTTIzt,2016,Work_by_Rihanna_Featuring_Drake,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2016-02-20,Pillowtalk,Zayn,1,24,['pop'],Pillowtalk,spotify:track:0PDUDa38GO8lMxLCRc4lL1,2016,Pillowtalk_by_Zayn,pop
2016-02-20,Summer Sixteen,Drake,6,14,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Summer Sixteen,spotify:track:17Q87zeXgsAi9iQQbMu9v0,2016,Summer_Sixteen_by_Drake,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
2016-02-20,Needed Me,Rihanna,7,45,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Needed Me,spotify:track:4pAl7FkDMNBsjykPXo91B3,2016,Needed_Me_by_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2016-03-05,Cheap Thrills,Sia Featuring Sean Paul,1,52,"['acid jazz', 'australian', 'chamber pop', 'dance-pop', 'downtempo', 'electropop', 'english', 'indie pop', 'mbs-333', 'pop', 'pop and chart', 'trainwreck']",Cheap Thrills,spotify:track:3S4px9f4lceWdKf0gWciFu,2016,Cheap_Thrills_by_Sia_Featuring_Sean_Paul,"acid jazz, australian, chamber pop, dance-pop, downtempo, electropop, english, indie pop, mbs-333, pop, pop and chart, trainwreck"
2016-03-12,Panda,Desiigner,1,40,"['east coast hip hop', 'hip hop', 'pop rap', 'trap rap']",Panda,spotify:track:275a9yzwGB6ncAW4SxY7q3,2016,Panda_by_Desiigner,"east coast hip hop, hip hop, pop rap, trap rap"
2016-03-19,Piece By Piece,Kelly Clarkson,8,15,"['a filk artist', 'american idol', 'dance-pop', 'electropop', 'fixme label mess', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'rock', 'teen pop']",Piece By Piece,spotify:track:3KbFtYPyVP6C7BQVgH2cCf,2016,Piece_By_Piece_by_Kelly_Clarkson,"a filk artist, american idol, dance-pop, electropop, fixme label mess, music for soccer moms, pop, pop and chart, pop rock, rock, teen pop"
2016-03-26,No,Meghan Trainor,3,20,"['a filk artist', 'blue-eyed soul', 'dance-pop', 'doo-wop', 'female vocals', 'great songs', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'soul', 'top 40']",No,spotify:track:7fCNUWi6uflDTQ08srxMZk,2016,No_by_Meghan_Trainor,"a filk artist, blue-eyed soul, dance-pop, doo-wop, female vocals, great songs, music for soccer moms, pop, pop rap, pop soul, soul, top 40"
2016-04-02,Dangerous Woman,Ariana Grande,8,21,"['ag4', 'contemporary r&b', 'dance-pop', 'electro house', 'electropop', 'english', 'female vocals', 'pop', 'r&b']",Dangerous Woman,spotify:track:5H7d8isXFW779pCK7lo4KT,2016,Dangerous_Woman_by_Ariana_Grande,"ag4, contemporary r&b, dance-pop, electro house, electropop, english, female vocals, pop, r&b"
2016-04-02,Ride,twenty one pilots,5,39,"['alternative hip hop', 'alternative rap', 'alternative rock', 'electropop', 'emo', 'hip hop', 'hip-hop', 'hip-hop/rap', 'indie', 'indie pop', 'indie rock', 'pop', 'pop rock', 'rap', 'rap rock', 'rock']",Ride,spotify:track:2Z8WuEywRWYTKe1NybPQEW,2016,Ride_by_twenty_one_pilots,"alternative hip hop, alternative rap, alternative rock, electropop, emo, hip hop, hip-hop, hip-hop/rap, indie, indie pop, indie rock, pop, pop rock, rap, rap rock, rock"
2016-04-16,Close,Nick Jonas Featuring Tove Lo,14,20,"['dance-pop', 'electropop', 'female vocals', 'indie pop', 'pop', 'top 40']",Close,spotify:track:3lSDIJ2abCrOdDJ6pshUap,2016,Close_by_Nick_Jonas_Featuring_Tove_Lo,"dance-pop, electropop, female vocals, indie pop, pop, top 40"
2016-05-14,Hold Up,Beyonce,13,14,"['alternative r&b', 'art pop', 'contemporary pop', 'contemporary r&b', 'country', 'dance-pop', 'electropop', 'funk', 'grammy winner', 'hard rock', 'hip hop rnb and dance hall', 'mbs-333', 'moombahton', 'pop', 'pop rap', 'r&b', 'rnb', 'soul']",Unknown,Unknown,2016,Hold_Up_by_Beyonce,"alternative r&b, art pop, contemporary pop, contemporary r&b, country, dance-pop, electropop, funk, grammy winner, hard rock, hip hop rnb and dance hall, mbs-333, moombahton, pop, pop rap, r&b, rnb, soul"
2016-05-14,Formation,Beyonce,10,7,"['alternative r&b', 'art pop', 'contemporary pop', 'contemporary r&b', 'country', 'dance-pop', 'electropop', 'funk', 'grammy winner', 'hard rock', 'hip hop rnb and dance hall', 'mbs-333', 'moombahton', 'pop', 'pop rap', 'r&b', 'rnb', 'soul']",Unknown,Unknown,2016,Formation_by_Beyonce,"alternative r&b, art pop, contemporary pop, contemporary r&b, country, dance-pop, electropop, funk, grammy winner, hard rock, hip hop rnb and dance hall, mbs-333, moombahton, pop, pop rap, r&b, rnb, soul"
2016-05-14,Sorry,Beyonce,11,20,"['alternative r&b', 'art pop', 'contemporary pop', 'contemporary r&b', 'country', 'dance-pop', 'electropop', 'funk', 'grammy winner', 'hard rock', 'hip hop rnb and dance hall', 'mbs-333', 'moombahton', 'pop', 'pop rap', 'r&b', 'rnb', 'soul']",Unknown,Unknown,2016,Sorry_by_Beyonce,"alternative r&b, art pop, contemporary pop, contemporary r&b, country, dance-pop, electropop, funk, grammy winner, hard rock, hip hop rnb and dance hall, mbs-333, moombahton, pop, pop rap, r&b, rnb, soul"
2016-05-21,This Is What You Came For,Calvin Harris Featuring Rihanna,3,32,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",This Is What You Came For,spotify:track:0azC730Exh71aQlOt9Zj3y,2016,This_Is_What_You_Came_For_by_Calvin_Harris_Featuring_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2016-05-21,Too Good,Drake Featuring Rihanna,14,29,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Too Good,spotify:track:3BtuIIrQlkujKPuWF2B85z,2016,Too_Good_by_Drake_Featuring_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2016-05-28,Into You,Ariana Grande,13,24,"['ag4', 'contemporary r&b', 'dance-pop', 'electro house', 'electropop', 'english', 'female vocals', 'pop', 'r&b']",Into You,spotify:track:6rvHjRpnRhzQVeu8I5CqHp,2016,Into_You_by_Ariana_Grande,"ag4, contemporary r&b, dance-pop, electro house, electropop, english, female vocals, pop, r&b"
2016-06-04,Me Too,Meghan Trainor,13,20,"['a filk artist', 'blue-eyed soul', 'dance-pop', 'doo-wop', 'female vocals', 'great songs', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'soul', 'top 40']",Me Too,spotify:track:3KwwE4sgCzMaKWq6QBebmX,2016,Me_Too_by_Meghan_Trainor,"a filk artist, blue-eyed soul, dance-pop, doo-wop, female vocals, great songs, music for soccer moms, pop, pop rap, pop soul, soul, top 40"
2016-06-11,Love On The Brain,Rihanna,5,31,"['barbade', 'barbadian', 'barbadien', 'barbados', 'contemporary r b', 'contemporary r&b', 'dance', 'dance-pop', 'dancehall', 'electro house', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop soul', 'r&b', 'reggae', 'rehab', 'rihanna', 'rnb']",Love On The Brain,spotify:track:5oO3drDxtziYU2H1X23ZIp,2016,Love_On_The_Brain_by_Rihanna,"barbade, barbadian, barbadien, barbados, contemporary r b, contemporary r&b, dance, dance-pop, dancehall, electro house, electropop, hip hop, pop, pop and chart, pop soul, r&b, reggae, rehab, rihanna, rnb"
2016-06-11,Gold,Kiiara,13,27,"['alternative r&b', 'glitch pop']",Gold,spotify:track:6ZSO7kPn8IMJFymyticbJO,2016,Gold_by_Kiiara,"alternative r&b, glitch pop"
2016-06-25,Treat You Better,Shawn Mendes,6,39,"['english', 'folk pop', 'piano rock', 'pop', 'pop rock', 'pop soul', 'teen pop']",Treat You Better,spotify:track:0Q4xGOtiIoeXzbihBXdVqB,2016,Treat_You_Better_by_Shawn_Mendes,"english, folk pop, piano rock, pop, pop rock, pop soul, teen pop"
2016-06-25,For Free,DJ Khaled Featuring Drake,13,20,"['conscious hip hop', 'contemporary r&b', 'english', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'pop rap', 'southern hip hop', 'trap rap']",For Free,spotify:track:4JDZl9nKIAhAhDjw753u4X,2016,For_Free_by_DJ_Khaled_Featuring_Drake,"conscious hip hop, contemporary r&b, english, gangsta rap, hip hop, hip hop rnb and dance hall, pop rap, southern hip hop, trap rap"
2016-07-09,Heathens,twenty one pilots,2,39,"['alternative hip hop', 'alternative rap', 'alternative rock', 'electropop', 'emo', 'hip hop', 'hip-hop', 'hip-hop/rap', 'indie', 'indie pop', 'indie rock', 'pop', 'pop rock', 'rap', 'rap rock', 'rock']",Heathens,spotify:track:6i0V12jOa3mr6uu4WYhUBr,2016,Heathens_by_twenty_one_pilots,"alternative hip hop, alternative rap, alternative rock, electropop, emo, hip hop, hip-hop, hip-hop/rap, indie, indie pop, indie rock, pop, pop rock, rap, rap rock, rock"
2016-08-06,Rise,Katy Perry,11,9,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Rise,spotify:track:1CwNogTShsnsn1C8UhRmYX,2016,Rise_by_Katy_Perry,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
2016-08-20,Closer,The Chainsmokers Featuring Halsey,1,52,"['dance-pop', 'edm', 'electro house', 'satire']",Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,2016,Closer_by_The_Chainsmokers_Featuring_Halsey,"dance-pop, edm, electro house, satire"
2016-08-27,Let Me Love You,DJ Snake Featuring Justin Bieber,4,33,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Let Me Love You,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,2016,Let_Me_Love_You_by_DJ_Snake_Featuring_Justin_Bieber,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
2016-09-10,Mercy,Shawn Mendes,15,32,"['english', 'folk pop', 'piano rock', 'pop', 'pop rock', 'pop soul', 'teen pop']",Mercy,spotify:track:0AS63m1wHv9n4VVRizK6Hc,2016,Mercy_by_Shawn_Mendes,"english, folk pop, piano rock, pop, pop rock, pop soul, teen pop"
2016-09-17,Scars To Your Beautiful,Alessia Cara,8,43,"['composer', 'contemporary r&b', 'electropop', 'lyricist', 'musician', 'pop', 'r&b', 'soul', 'vocalist']",Scars To Your Beautiful,spotify:track:0prNGof3XqfTvNDxHonvdK,2016,Scars_To_Your_Beautiful_by_Alessia_Cara,"composer, contemporary r&b, electropop, lyricist, musician, pop, r&b, soul, vocalist"
2016-09-24,Caroline,Amine,11,28,Unknown,Unknown,Unknown,2016,Caroline_by_Amine,Unknown
2016-10-01,Perfect Illusion,Lady Gaga,15,6,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Perfect Illusion,spotify:track:56ZrTFkANjeAMiS14njg4E,2016,Perfect_Illusion_by_Lady_Gaga,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
2016-10-01,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,27,['hip hop'],Black Beatles,spotify:track:6fujklziTHa8uoM5OQSfIo,2016,Black_Beatles_by_Rae_Sremmurd_Featuring_Gucci_Mane,hip hop
2016-10-08,Starboy,The Weeknd Featuring Daft Punk,1,30,"['dance and electronica', 'electro house', 'electronic', 'european', 'favourite', 'film score', 'french', 'french house', 'french touch', 'house', 'nu-disco', 'synthpop', 'tech house', 'thomas bangalter', 'vocoder', 'wp musicians']",Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,2016,Starboy_by_The_Weeknd_Featuring_Daft_Punk,"dance and electronica, electro house, electronic, european, favourite, film score, french, french house, french touch, house, nu-disco, synthpop, tech house, thomas bangalter, vocoder, wp musicians"
2016-10-29,24K Magic,Bruno Mars,4,41,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",24K Magic,spotify:track:6b8Be6ljOzmkOmFslEb23P,2016,24K_Magic_by_Bruno_Mars,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
2016-10-29,Million Reasons,Lady Gaga,4,20,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Million Reasons,spotify:track:1A1JdOJwcX9Ca3IN9mwhN6,2016,Million_Reasons_by_Lady_Gaga,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
2016-11-05,Bad Things,Machine Gun Kelly x Camila Cabello,4,23,"['dance-pop', 'electropop', 'latin pop', 'pop', 'r&b']",Bad Things,spotify:track:1PSBzsahR2AKwLJgx8ehBj,2016,Bad_Things_by_Machine_Gun_Kelly_x_Camila_Cabello,"dance-pop, electropop, latin pop, pop, r&b"
2016-11-12,Fake Love,Drake,8,25,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Fake Love,spotify:track:343YBumqHu19cGoGARUTsd,2016,Fake_Love_by_Drake,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
2016-11-26,Used To This,Future Featuring Drake,14,18,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Used To This,spotify:track:3V8sM5OOG6YfDuDLa2IIYJ,2016,Used_To_This_by_Future_Featuring_Drake,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
2016-11-26,Bounce Back,Big Sean,6,28,"['hip hop', 'pop rap']",Bounce Back,spotify:track:0SGkqnVQo9KPytSri1H6cF,2016,Bounce_Back_by_Big_Sean,"hip hop, pop rap"
2016-12-03,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,36,['hip hop'],Bad And Boujee,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,2016,Bad_And_Boujee_by_Migos_Featuring_Lil_Uzi_Vert,hip hop
2016-12-10,I Feel It Coming,The Weeknd Featuring Daft Punk,4,26,"['dance and electronica', 'electro house', 'electronic', 'european', 'favourite', 'film score', 'french', 'french house', 'french touch', 'house', 'nu-disco', 'synthpop', 'tech house', 'thomas bangalter', 'vocoder', 'wp musicians']",I Feel It Coming,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,2016,I_Feel_It_Coming_by_The_Weeknd_Featuring_Daft_Punk,"dance and electronica, electro house, electronic, european, favourite, film score, french, french house, french touch, house, nu-disco, synthpop, tech house, thomas bangalter, vocoder, wp musicians"
