_uri,id,_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri.1,year,keywords
7BKLCZ1jbUBVqRi2FVlTVw,Closer_by_The_Chainsmokers_Featuring_Halsey,2016-08-20,Closer,The Chainsmokers Featuring Halsey,1,52,"['dance-pop', 'edm', 'electro house', 'satire']",Closer,7BKLCZ1jbUBVqRi2FVlTVw,2016,"dance-pop, edm, electro house, satire"
0lYBSQXN6rCTvUZvg9S0lU,Let_Me_Love_You_by_DJ_Snake_Featuring_Justin_Bieber,2016-08-27,Let Me Love You,DJ Snake Featuring Justin Bieber,4,33,"['amazing', 'awful', 'black metal', 'christmas music', 'contemporary r&b', 'dance-pop', 'electropop', 'english', 'gay', 'pop', 'teen pop', 'terrible', 'tropical house']",Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,2016,"amazing, awful, black metal, christmas music, contemporary r&b, dance-pop, electropop, english, gay, pop, teen pop, terrible, tropical house"
0AS63m1wHv9n4VVRizK6Hc,Mercy_by_Shawn_Mendes,2016-09-10,Mercy,Shawn Mendes,15,32,"['english', 'folk pop', 'piano rock', 'pop', 'pop rock', 'pop soul', 'teen pop']",Mercy,0AS63m1wHv9n4VVRizK6Hc,2016,"english, folk pop, piano rock, pop, pop rock, pop soul, teen pop"
0prNGof3XqfTvNDxHonvdK,Scars_To_Your_Beautiful_by_Alessia_Cara,2016-09-17,Scars To Your Beautiful,Alessia Cara,8,43,"['composer', 'contemporary r&b', 'electropop', 'lyricist', 'musician', 'pop', 'r&b', 'soul', 'vocalist']",Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,2016,"composer, contemporary r&b, electropop, lyricist, musician, pop, r&b, soul, vocalist"
Unknown,Caroline_by_Amine,2016-09-24,Caroline,Amine,11,28,Unknown,Unknown,Unknown,2016,Unknown
56ZrTFkANjeAMiS14njg4E,Perfect_Illusion_by_Lady_Gaga,2016-10-01,Perfect Illusion,Lady Gaga,15,6,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Perfect Illusion,56ZrTFkANjeAMiS14njg4E,2016,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
6fujklziTHa8uoM5OQSfIo,Black_Beatles_by_Rae_Sremmurd_Featuring_Gucci_Mane,2016-10-01,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,27,['hip hop'],Black Beatles,6fujklziTHa8uoM5OQSfIo,2016,hip hop
7MXVkk9YMctZqd1Srtv4MB,Starboy_by_The_Weeknd_Featuring_Daft_Punk,2016-10-08,Starboy,The Weeknd Featuring Daft Punk,1,30,"['dance and electronica', 'electro house', 'electronic', 'european', 'favourite', 'film score', 'french', 'french house', 'french touch', 'house', 'nu-disco', 'synthpop', 'tech house', 'thomas bangalter', 'vocoder', 'wp musicians']",Starboy,7MXVkk9YMctZqd1Srtv4MB,2016,"dance and electronica, electro house, electronic, european, favourite, film score, french, french house, french touch, house, nu-disco, synthpop, tech house, thomas bangalter, vocoder, wp musicians"
6b8Be6ljOzmkOmFslEb23P,24K_Magic_by_Bruno_Mars,2016-10-29,24K Magic,Bruno Mars,4,41,"['a filk artist', 'contemporary r&b', 'funk', 'music for soccer moms', 'new wave', 'pop', 'pop rock', 'pop soul', 'r&b', 'relic inn', 'rock', 'soul', 'synth funk']",24K Magic,6b8Be6ljOzmkOmFslEb23P,2016,"a filk artist, contemporary r&b, funk, music for soccer moms, new wave, pop, pop rock, pop soul, r&b, relic inn, rock, soul, synth funk"
1A1JdOJwcX9Ca3IN9mwhN6,Million_Reasons_by_Lady_Gaga,2016-10-29,Million Reasons,Lady Gaga,4,20,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Million Reasons,1A1JdOJwcX9Ca3IN9mwhN6,2016,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
1PSBzsahR2AKwLJgx8ehBj,Bad_Things_by_Machine_Gun_Kelly_x_Camila_Cabello,2016-11-05,Bad Things,Machine Gun Kelly x Camila Cabello,4,23,"['dance-pop', 'electropop', 'latin pop', 'pop', 'r&b']",Bad Things,1PSBzsahR2AKwLJgx8ehBj,2016,"dance-pop, electropop, latin pop, pop, r&b"
343YBumqHu19cGoGARUTsd,Fake_Love_by_Drake,2016-11-12,Fake Love,Drake,8,25,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Fake Love,343YBumqHu19cGoGARUTsd,2016,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
3V8sM5OOG6YfDuDLa2IIYJ,Used_To_This_by_Future_Featuring_Drake,2016-11-26,Used To This,Future Featuring Drake,14,18,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Used To This,3V8sM5OOG6YfDuDLa2IIYJ,2016,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
0SGkqnVQo9KPytSri1H6cF,Bounce_Back_by_Big_Sean,2016-11-26,Bounce Back,Big Sean,6,28,"['hip hop', 'pop rap']",Bounce Back,0SGkqnVQo9KPytSri1H6cF,2016,"hip hop, pop rap"
4Km5HrUvYTaSUfiSGPJeQR,Bad_And_Boujee_by_Migos_Featuring_Lil_Uzi_Vert,2016-12-03,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,36,['hip hop'],Bad And Boujee,4Km5HrUvYTaSUfiSGPJeQR,2016,hip hop
3dhjNA0jGA8vHBQ1VdD6vV,I_Feel_It_Coming_by_The_Weeknd_Featuring_Daft_Punk,2016-12-10,I Feel It Coming,The Weeknd Featuring Daft Punk,4,26,"['dance and electronica', 'electro house', 'electronic', 'european', 'favourite', 'film score', 'french', 'french house', 'french touch', 'house', 'nu-disco', 'synthpop', 'tech house', 'thomas bangalter', 'vocoder', 'wp musicians']",I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,2016,"dance and electronica, electro house, electronic, european, favourite, film score, french, french house, french touch, house, nu-disco, synthpop, tech house, thomas bangalter, vocoder, wp musicians"
0wXuerDYiBnERgIpbb3JBR,Redbone_by_Childish_Gambino,2016-12-10,Redbone,Childish Gambino,12,44,"['hip hop', 'hiphop', 'pbr&b', 'r&b', 'rap']",Redbone,0wXuerDYiBnERgIpbb3JBR,2016,"hip hop, hiphop, pbr&b, r&b, rap"
3a1lNhkSLSkpJE4MSHpDu9,Congratulations_by_Post_Malone_Featuring_Quavo,2016-12-31,Congratulations,Post Malone Featuring Quavo,8,50,"['english', 'hip hop']",Congratulations,3a1lNhkSLSkpJE4MSHpDu9,2016,"english, hip hop"
Unknown,Feliz_Navidad_by_Jose_Feliciano,2017-01-07,Feliz Navidad,Jose Feliciano,6,19,"['acoustic guitar', 'bolero', 'christmas music', 'folk pop', 'latin', 'latin pop', 'latin soul', 'pop']",Unknown,Unknown,2017,"acoustic guitar, bolero, christmas music, folk pop, latin, latin pop, latin soul, pop"
65Q2mv3UlVi9eO70OpsmSe,A_Holly_Jolly_Christmas_by_Burl_Ives,2017-01-07,A Holly Jolly Christmas,Burl Ives,4,25,"['2008 universal fire victim', 'american', 'classic pop and rock']",A Holly Jolly Christmas,65Q2mv3UlVi9eO70OpsmSe,2017,"2008 universal fire victim, american, classic pop and rock"
2EEeOnHehOozLq4aS0n6SL,iSpy_by_KYLE_Featuring_Lil_Yachty,2017-01-14,iSpy,KYLE Featuring Lil Yachty,4,30,['mumble rapper'],iSpy,2EEeOnHehOozLq4aS0n6SL,2017,mumble rapper
7qiZfU4dY1lWllzX7mPBI3,Shape_Of_You_by_Ed_Sheeran,2017-01-28,Shape Of You,Ed Sheeran,1,59,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",Shape Of You,7qiZfU4dY1lWllzX7mPBI3,2017,"dance-pop, ed sheeran does not make sillyname tracks ಠ_ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer/songwriter, uk"
6PCUP3dWmTjcTtXY02oFdT,Castle_On_The_Hill_by_Ed_Sheeran,2017-01-28,Castle On The Hill,Ed Sheeran,6,33,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",Castle On The Hill,6PCUP3dWmTjcTtXY02oFdT,2017,"dance-pop, ed sheeran does not make sillyname tracks ಠ_ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer/songwriter, uk"
15vzANxN8G9wWfwAJLLMCg,Paris_by_The_Chainsmokers,2017-02-04,Paris,The Chainsmokers,6,20,"['dance-pop', 'edm', 'electro house', 'satire']",Paris,15vzANxN8G9wWfwAJLLMCg,2017,"dance-pop, edm, electro house, satire"
7vu0JkJh0ldukEYbTVcqd0,Issues_by_Julia_Michaels,2017-02-11,Issues,Julia Michaels,11,29,Unknown,Issues,7vu0JkJh0ldukEYbTVcqd0,2017,Unknown
7mldq42yDuxiUNn08nvzHO,Body_Like_A_Back_Road_by_Sam_Hunt,2017-02-18,Body Like A Back Road,Sam Hunt,6,41,"['bro-country', 'contemporary country', 'contemporary r&b', 'country', 'country pop', 'pop']",Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,2017,"bro-country, contemporary country, contemporary r&b, country, country pop, pop"
0pqnGHJpmpxLKifKRmU6WP,Believer_by_Imagine_Dragons,2017-02-25,Believer,Imagine Dragons,4,52,"['alternative rock', 'indie pop', 'indietronica', 'pop', 'pop rock', 'rock']",Believer,0pqnGHJpmpxLKifKRmU6WP,2017,"alternative rock, indie pop, indietronica, pop, pop rock, rock"
7qvxFz3JodM0A7xEM7k3YD,Chained_To_The_Rhythm_by_Katy_Perry_Featuring_Skip_Marley,2017-03-04,Chained To The Rhythm,Katy Perry Featuring Skip Marley,4,15,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Chained To The Rhythm,7qvxFz3JodM0A7xEM7k3YD,2017,"""ur so fail"", also fail, american, américain, bubblegum, california gurls, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, ""im gay if i am shut up"", ""im gay if i am⸲ shut up"", katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, ""srsly im gay if i am shut up"", ""srsly whats wrong with beign gay"", still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, ""whats wrong with being gay? gay"", ‟ur so fail”"
4Q3N4Ct4zCuIHuZ65E3BD4,Tunnel_Vision_by_Kodak_Black,2017-03-11,Tunnel Vision,Kodak Black,6,20,['hip hop'],Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,2017,hip hop
0VgkVdmE4gld66l8iyGjgx,Mask_Off_by_Future,2017-03-11,Mask Off,Future,5,31,"['contemporary r&b', 'englisch', 'english', 'hip hop', 'rap', 'relic inn', 'trap', 'trap rap', 'usa']",Mask Off,0VgkVdmE4gld66l8iyGjgx,2017,"contemporary r&b, englisch, english, hip hop, rap, relic inn, trap, trap rap, usa"
0tgVpDi06FyKpA1z0VMD4v,Perfect_by_Ed_Sheeran,2017-03-25,Perfect,Ed Sheeran,1,57,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",Perfect,0tgVpDi06FyKpA1z0VMD4v,2017,"dance-pop, ed sheeran does not make sillyname tracks ಠ_ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer/songwriter, uk"
5mCPDVBb16L4XQwDdbRUpz,Passionfruit_by_Drake,2017-04-08,Passionfruit,Drake,8,20,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Passionfruit,5mCPDVBb16L4XQwDdbRUpz,2017,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
7GX5flRQZVHRAGd6B4TmDO,XO_TOUR_Llif3_by_Lil_Uzi_Vert,2017-04-15,XO TOUR Llif3,Lil Uzi Vert,7,34,['hip hop'],XO TOUR Llif3,7GX5flRQZVHRAGd6B4TmDO,2017,hip hop
5Ohxk2dO5COHF1krpoPigN,Sign_Of_The_Times_by_Harry_Styles,2017-04-29,Sign Of The Times,Harry Styles,4,13,"['english', 'pop', 'rock']",Sign Of The Times,5Ohxk2dO5COHF1krpoPigN,2017,"english, pop, rock"
3B54sVLJ402zGa6Xm4YGNe,Unforgettable_by_French_Montana_Featuring_Swae_Lee,2017-04-29,Unforgettable,French Montana Featuring Swae Lee,3,42,['hip hop'],Unforgettable,3B54sVLJ402zGa6Xm4YGNe,2017,hip hop
5cF0dROlMOK5uNZtivgu50,Attention_by_Charlie_Puth,2017-05-13,Attention,Charlie Puth,5,40,"['pop', 'pop soul']",Attention,5cF0dROlMOK5uNZtivgu50,2017,"pop, pop soul"
2cOUlop2ZakjOKe4WinesN,Slow_Hands_by_Niall_Horan,2017-05-20,Slow Hands,Niall Horan,11,31,['lflores077@gmail.com'],Slow Hands,2cOUlop2ZakjOKe4WinesN,2017,lflores077@gmail.com
1zB4vmk8tFRmM9UULNzbLB,Thunder_by_Imagine_Dragons,2017-05-20,Thunder,Imagine Dragons,4,52,"['alternative rock', 'indie pop', 'indietronica', 'pop', 'pop rock', 'rock']",Thunder,1zB4vmk8tFRmM9UULNzbLB,2017,"alternative rock, indie pop, indietronica, pop, pop rock, rock"
1UZOjK1BwmwWU14Erba9CZ,Malibu_by_Miley_Cyrus,2017-05-27,Malibu,Miley Cyrus,10,15,"['english', 'miley-cyrus', 'pop', 'pop rock', 'power pop', 'rock']",Malibu,1UZOjK1BwmwWU14Erba9CZ,2017,"english, miley-cyrus, pop, pop rock, power pop, rock"
6Qn5zhYkTa37e91HC1D7lb,Whatever_It_Takes_by_Imagine_Dragons,2017-06-03,Whatever It Takes,Imagine Dragons,12,27,"['alternative rock', 'indie pop', 'indietronica', 'pop', 'pop rock', 'rock']",Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,2017,"alternative rock, indie pop, indietronica, pop, pop rock, rock"
4Ro98RCK90oHqqSZUnTFq5,Strip_That_Down_by_Liam_Payne_Featuring_Quavo,2017-06-10,Strip That Down,Liam Payne Featuring Quavo,10,28,Unknown,Strip That Down,4Ro98RCK90oHqqSZUnTFq5,2017,Unknown
2fQrGHiQOvpL9UgPvtYy6G,Bank_Account_by_21_Savage,2017-07-29,Bank Account,21 Savage,12,29,"['hip hop', 'relic inn']",Bank Account,2fQrGHiQOvpL9UgPvtYy6G,2017,"hip hop, relic inn"
7gvd8xj4QgPqbQSsn5pV7d,Sorry_Not_Sorry_by_Demi_Lovato,2017-07-29,Sorry Not Sorry,Demi Lovato,6,36,"['alien lives matter', 'dance-pop', 'electropop', 'pop', 'pop rock', 'synthpop', 'teen pop']",Sorry Not Sorry,7gvd8xj4QgPqbQSsn5pV7d,2017,"alien lives matter, dance-pop, electropop, pop, pop rock, synthpop, teen pop"
2ekn2ttSfGqwhhate0LSR0,New_Rules_by_Dua_Lipa,2017-08-19,New Rules,Dua Lipa,6,48,"['contemporary r&b', 'dance-pop', 'electropop', 'english', 'pop', 'r&b', 'synthpop']",New Rules,2ekn2ttSfGqwhhate0LSR0,2017,"contemporary r&b, dance-pop, electropop, english, pop, r&b, synthpop"
1XRgIKC5TPwo7nWGyKqgG0,I_Get_The_Bag_by_Gucci_Mane_Featuring_Migos,2017-09-09,I Get The Bag,Gucci Mane Featuring Migos,11,27,"['hip hop', 'rap', 'rapper', 'trap']",I Get The Bag,1XRgIKC5TPwo7nWGyKqgG0,2017,"hip hop, rap, rapper, trap"
1JbR9RDP3ogVNEWFgNXAjh,Look_What_You_Made_Me_Do_by_Taylor_Swift,2017-09-09,Look What You Made Me Do,Taylor Swift,1,20,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Look What You Made Me Do,1JbR9RDP3ogVNEWFgNXAjh,2017,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
1XuUP49ca28oSAxebNgjg1,What_Lovers_Do_by_Maroon_5_Featuring_SZA,2017-09-16,What Lovers Do,Maroon 5 Featuring SZA,9,22,"['adult contemporary', 'automod ng', 'dance', 'dance-pop', 'electropop', 'fixme label mess', 'funk rock', 'music for soccer moms', 'pop', 'pop rock', 'pop/rock', 'rock', 'rock and indie', 'slow pop']",What Lovers Do,1XuUP49ca28oSAxebNgjg1,2017,"adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, music for soccer moms, pop, pop rock, pop/rock, rock, rock and indie, slow pop"
7y9iMe8SOB6z3NoHE2OfXl,Bad_At_Love_by_Halsey,2017-09-23,Bad At Love,Halsey,5,33,"['alternative pop', 'electropop', 'indie pop', 'pop rock', 'r&b', 'synth-pop']",Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,2017,"alternative pop, electropop, indie pop, pop rock, r&b, synth-pop"
3VlbOrM6nYPprVvzBZllE5,Too_Good_At_Goodbyes_by_Sam_Smith,2017-09-30,Too Good At Goodbyes,Sam Smith,4,24,"['alternative r&b', 'blue-eyed soul', 'english', 'pop', 'pop soul', 'soul', 'synth funk']",Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,2017,"alternative r&b, blue-eyed soul, english, pop, pop soul, soul, synth funk"
0e7ipj03S05BNilyu5bRzt,Rockstar_by_Post_Malone_Featuring_21_Savage,2017-10-07,Rockstar,Post Malone Featuring 21 Savage,1,41,"['english', 'hip hop']",Rockstar,0e7ipj03S05BNilyu5bRzt,2017,"english, hip hop"
1HXy5I3HTWq8OvxCn0z7G7,Heaven_by_Kane_Brown,2017-10-28,Heaven,Kane Brown,15,27,Unknown,Heaven,1HXy5I3HTWq8OvxCn0z7G7,2017,Unknown
52okn5MNA47tk87PeZJLEL,Let_You_Down_by_NF,2017-11-04,Let You Down,NF,12,28,"['hip hop', 'pop rap', 'rap', 'rapper']",Let You Down,52okn5MNA47tk87PeZJLEL,2017,"hip hop, pop rap, rap, rapper"
1ZY1PqizIl78geGM4xWlEA,Gorgeous_by_Taylor_Swift,2017-11-11,Gorgeous,Taylor Swift,13,4,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Gorgeous,1ZY1PqizIl78geGM4xWlEA,2017,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
Unknown,Walk_On_Water_by_Eminem_Featuring_Beyonce,2017-12-02,Walk On Water,Eminem Featuring Beyonce,14,5,"['2008 universal fire victim', '8 mile', 'american', 'boom bap', 'comedy rap', 'detroit', 'detroit hip hop', 'detroit hip-hop', 'eminem', 'english', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip-hop', 'hiphop', 'horrorcore', 'kun', 'midwest hip hop', 'midwest hip-hop', 'pop and chart', 'pop rap', 'rap', 'rapper', 'relic inn', 'turkish', 'us', 'v']",Unknown,Unknown,2017,"2008 universal fire victim, 8 mile, american, boom bap, comedy rap, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rapper, relic inn, turkish, us, v"
4HbiCvH1R7mVOJ7KY7JQBD,Gummo_by_6ix9ine,2017-12-02,Gummo,6ix9ine,12,20,"['hip hop', 'rap']",Gummo,4HbiCvH1R7mVOJ7KY7JQBD,2017,"hip hop, rap"
4eWQlBRaTjPPUlzacqEeoQ,Never_Be_The_Same_by_Camila_Cabello,2017-12-30,Never Be The Same,Camila Cabello,6,37,"['dance-pop', 'electropop', 'latin pop', 'pop', 'r&b']",Never Be The Same,4eWQlBRaTjPPUlzacqEeoQ,2017,"dance-pop, electropop, latin pop, pop, r&b"
1cS0TgbR263ey9jn0MwD2s,River_by_Eminem_Featuring_Ed_Sheeran,2018-01-06,River,Eminem Featuring Ed Sheeran,11,13,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",River,1cS0TgbR263ey9jn0MwD2s,2018,"dance-pop, ed sheeran does not make sillyname tracks ಠ_ಠ, folk, folk pop, gradually watermelon, guitarist, music for soccer moms, pop, pop rap, pop soul, rapper, singer, singer-songwriter, singer/songwriter, uk"
0dIoGTQXDh1wVnhIiSyYEa,Bartier_Cardi_by_Cardi_B_Featuring_21_Savage,2018-01-06,Bartier Cardi,Cardi B Featuring 21 Savage,14,20,"['alternative pop', 'englisch', 'english', 'hip hop', 'lick', 'pop', 'rap', 'relic inn']",Bartier Cardi,0dIoGTQXDh1wVnhIiSyYEa,2018,"alternative pop, englisch, english, hip hop, lick, pop, rap, relic inn"
2UVbBKQOdFAekPTRsnkzcf,Stir_Fry_by_Migos,2018-01-06,Stir Fry,Migos,8,21,['hip hop'],Stir Fry,2UVbBKQOdFAekPTRsnkzcf,2018,hip hop
1L3NV7VrCiuE8C5QlhdeQL,Filthy_by_Justin_Timberlake,2018-01-20,Filthy,Justin Timberlake,9,6,"['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'neo soul', 'pop', 'pop and chart', 'r&b', 'synth funk']",Filthy,1L3NV7VrCiuE8C5QlhdeQL,2018,"boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk"
4haJoBPbPj9QFKNpp9e8kx,Diplomatic_Immunity_by_Drake,2018-02-03,Diplomatic Immunity,Drake,7,3,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Diplomatic Immunity,4haJoBPbPj9QFKNpp9e8kx,2018,"alternative r&b, contemporary r&b, cotm candidate, hardcore hip, hip hop, lesbian, luxury rap, pop rap, r&b, rap, rap us, rapper, relic inn, trap, trap rap"
7uzmGiiJyRfuViKKK3lVmR,Mine_by_Bazzi,2018-02-03,Mine,Bazzi,11,34,['pop'],Mine,7uzmGiiJyRfuViKKK3lVmR,2018,pop
09ts3GnICqYEU5PkQCpJK3,Say_Something_by_Justin_Timberlake_Featuring_Chris_Stapleton,2018-02-10,Say Something,Justin Timberlake Featuring Chris Stapleton,9,16,"['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'neo soul', 'pop', 'pop and chart', 'r&b', 'synth funk']",Say Something,09ts3GnICqYEU5PkQCpJK3,2018,"boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk"
6n4U3TlzUGhdSFbUUhTvLP,Walk_It_Talk_It_by_Migos_Featuring_Drake,2018-02-10,Walk It Talk It,Migos Featuring Drake,10,22,['hip hop'],Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,2018,hip hop
4qKcDkK6siZ7Jp1Jb4m0aL,Look_Alive_by_BlocBoy_JB_Featuring_Drake,2018-02-24,Look Alive,BlocBoy JB Featuring Drake,5,25,Unknown,Look Alive,4qKcDkK6siZ7Jp1Jb4m0aL,2018,Unknown
1ZAyjvIk9YiD76yYy0TEG6,Plug_Walk_by_Rich_The_Kid,2018-02-24,Plug Walk,Rich The Kid,13,20,['hip hop'],Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,2018,hip hop
6NFyWDv5CjfwuzoCkw47Xf,Delicate_by_Taylor_Swift,2018-03-24,Delicate,Taylor Swift,12,35,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Delicate,6NFyWDv5CjfwuzoCkw47Xf,2018,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
0JP9xo3adEtGSdUEISiszL,Moonlight_by_XXXTENTACION,2018-03-31,Moonlight,XXXTENTACION,13,20,"['hip hop', 'jahseh onfroy', 'rap', 'trap', 'x', 'xxxtentacion']",Moonlight,0JP9xo3adEtGSdUEISiszL,2018,"hip hop, jahseh onfroy, rap, trap, x, xxxtentacion"
